# sheet: MM_PSF
MM #,m_rad [arcsec],m_azi [arcsec],sigma_rad [arcsec],sigma_azi [arcsec],distribution,alpha_rad,alpha_azi
257,0.0,0.0,4.060240288785369,1.0987046943440555,pseudo-voigt,0.6442733167598182,0.2811904228353806
258,0.0,0.0,4.1765875055925665,1.4315087824411632,pseudo-voigt,0.6969156676211072,0.3074422306405605
259,0.0,0.0,4.086686504877294,1.4067353824624553,pseudo-voigt,0.7380461750819279,0.306542032879595
260,0.0,0.0,4.263429745780072,1.272826785079833,pseudo-voigt,0.8407903880552179,0.2635803551606248
261,0.0,0.0,4.474843108634114,1.2479536922854089,pseudo-voigt,0.7259746003265549,0.25672753515175845
262,0.0,0.0,3.492372173668932,1.4250995932248895,pseudo-voigt,0.7133534100488131,0.34379538003542387
263,0.0,0.0,3.6289021613700663,1.3003471545109857,pseudo-voigt,0.7605645233726419,0.33063393900529553
264,0.0,0.0,3.452845247164569,1.1895541190754524,pseudo-voigt,0.7294672495761281,0.32014303327529603
265,0.0,0.0,3.5481044955815175,1.0454431243721811,pseudo-voigt,0.6402388798627732,0.3116332465759341
266,0.0,0.0,3.911400640251007,1.3019843061251364,pseudo-voigt,0.7324461980924503,0.25854853261387556
267,0.0,0.0,4.149489493157209,1.1610753577283388,pseudo-voigt,0.9143527316534639,0.30268111767392997
268,0.0,0.0,4.413732527154532,1.2161691053023402,pseudo-voigt,0.7509363193952551,0.265195096867796
269,0.0,0.0,4.37263069378252,1.2791608871216518,pseudo-voigt,0.7249068344536381,0.3039037570653142
270,0.0,0.0,4.830260623909636,1.149432214655316,pseudo-voigt,0.7534388705741285,0.30479223895717816
271,0.0,0.0,4.202618316251602,1.1868864433982702,pseudo-voigt,0.7117987564323205,0.2660848407227817
272,0.0,0.0,4.714652180928255,1.1340158903551063,pseudo-voigt,0.877897187554847,0.2687636611582798
273,0.0,0.0,4.228647463285104,1.3268907375800685,pseudo-voigt,0.7994308769380036,0.3023239057886291
274,0.0,0.0,4.726760246041785,1.3515862007830712,pseudo-voigt,0.7896328789719064,0.28575603349613904
275,0.0,0.0,3.922683259081556,1.2097803231352855,pseudo-voigt,0.751912530935772,0.30915643291889955
276,0.0,0.0,4.451600038824244,1.181985694474393,pseudo-voigt,0.7048797788188935,0.2890338113790795
277,0.0,0.0,3.7530550184349405,1.1059913110604214,pseudo-voigt,0.7797905879618607,0.29330361688671136
278,0.0,0.0,4.0277737659304576,1.1747230624763532,pseudo-voigt,0.8711846444829423,0.3464631610305455
279,0.0,0.0,4.2882064443017045,1.4229502329933439,pseudo-voigt,0.8442533035019294,0.26111792865786837
280,0.0,0.0,4.196468621157891,1.0775539761906894,pseudo-voigt,0.7302797595698864,0.29823640561874515
281,0.0,0.0,4.591590418499481,1.5025848838626366,pseudo-voigt,0.6382444203184753,0.25464630096631735
282,0.0,0.0,4.286772352028129,1.6303621466477443,pseudo-voigt,0.7509885588863734,0.3775077006726166
283,0.0,0.0,4.183180065566943,1.1657444816116629,pseudo-voigt,0.6169715826948824,0.30359504703481194
284,0.0,0.0,3.4836507110049597,1.2175432848684924,pseudo-voigt,0.7965092271495405,0.29243552736883205
285,0.0,0.0,4.181061994728883,1.0749283006518884,pseudo-voigt,0.9338955867381954,0.321828992312196
286,0.0,0.0,3.647603244607353,1.1381707324211314,pseudo-voigt,0.6094830169416827,0.28899601712009787
287,0.0,0.0,4.697496071482481,1.44089630731516,pseudo-voigt,0.7341668469770667,0.289138955386108
288,0.0,0.0,4.192921721699191,1.3929779782246425,pseudo-voigt,0.6585897595757879,0.3071443907022756
289,0.0,0.0,3.9909239915361256,1.3691159717153043,pseudo-voigt,0.683954933323123,0.2607688399504379
290,0.0,0.0,3.744870127526273,1.3516541856624273,pseudo-voigt,0.7134804517479095,0.2822653464978371
291,0.0,0.0,3.901912474273757,1.3459893518463293,pseudo-voigt,0.8456157940796846,0.3209511199150979
292,0.0,0.0,4.691221870180492,1.445779516004395,pseudo-voigt,0.642167144528861,0.308160926198201
293,0.0,0.0,4.390822653123384,1.3396774427676803,pseudo-voigt,0.7800568617636535,0.2832793296269405
294,0.0,0.0,4.2505330395877605,1.3959266231246639,pseudo-voigt,0.8159399731310534,0.28148863536245616
295,0.0,0.0,4.1496064211648465,1.285444589511946,pseudo-voigt,0.713573178158449,0.33083485400647994
296,0.0,0.0,4.4071921137572225,1.3453924036810827,pseudo-voigt,0.8394803649429898,0.26602631678507127
297,0.0,0.0,3.3756749227309575,1.264545638232504,pseudo-voigt,0.8251502837483313,0.30187313044746583
298,0.0,0.0,4.301564603369172,1.1478515201209318,pseudo-voigt,0.6824508281671218,0.3122249919445919
299,0.0,0.0,4.897334658536297,1.2595543434322198,pseudo-voigt,0.8424593122579604,0.33356418279619593
300,0.0,0.0,3.534040684392164,1.4452996637545363,pseudo-voigt,0.6398462940961877,0.27177393817426027
301,0.0,0.0,4.517301850160316,1.331591307831849,pseudo-voigt,0.7502081089452128,0.24146260209476428
302,0.0,0.0,3.4768211885979294,1.11016433521787,pseudo-voigt,0.7074506578653711,0.32437966860607836
303,0.0,0.0,4.816345423880489,1.2420038580912072,pseudo-voigt,0.6488079182693925,0.2804462728526563
304,0.0,0.0,4.281515475542234,1.2899368474009125,pseudo-voigt,0.6999120981573871,0.29019217607595954
305,0.0,0.0,4.506574413750658,1.0559767197336507,pseudo-voigt,0.6675764596601139,0.29619224507700564
306,0.0,0.0,4.215960595152605,1.146742945930089,pseudo-voigt,0.6465360820010476,0.36035693602425545
307,0.0,0.0,3.848991796590972,1.3257660806685239,pseudo-voigt,0.7248286857392882,0.32794934809868637
308,0.0,0.0,3.769614698095675,1.4531276556873243,pseudo-voigt,0.9551836844334285,0.28509585260382486
309,0.0,0.0,3.9223077607004853,1.184270426806221,pseudo-voigt,0.9021235397384191,0.25669200514129775
310,0.0,0.0,4.411334572374609,1.2718113929968575,pseudo-voigt,0.9316913216347524,0.23777202640063072
311,0.0,0.0,3.779972975285275,1.1973444183966202,pseudo-voigt,0.760205220523279,0.2878946549308872
312,0.0,0.0,4.130800126904287,1.1917632541024252,pseudo-voigt,0.884149766135792,0.293843791614958
313,0.0,0.0,4.138980135260417,1.2947015935440778,pseudo-voigt,0.8388422520015147,0.26878025930290583
314,0.0,0.0,3.4448273795938458,1.1370789191374393,pseudo-voigt,0.769507050388443,0.32206925432078304
315,0.0,0.0,3.8489876841120196,1.1751921360556499,pseudo-voigt,0.7519392673932442,0.29911042171982893
316,0.0,0.0,3.4129290148583573,1.1637291332841029,pseudo-voigt,0.7918209404022524,0.2798503921280056
317,0.0,0.0,3.785762640625414,1.3255998236486375,pseudo-voigt,0.6097575708724723,0.28643667521838556
318,0.0,0.0,4.8518019246954776,1.1498514531916575,pseudo-voigt,0.8124239779711991,0.2957507847484382
319,0.0,0.0,4.2838908346821185,1.32617016061981,pseudo-voigt,0.8069922555577536,0.29470848880470124
320,0.0,0.0,3.4554094098033015,1.196466608624605,pseudo-voigt,0.7859774997533542,0.3205455405129759
321,0.0,0.0,3.894546843321391,1.259901888658056,pseudo-voigt,0.6832175659230016,0.34371568742765346
322,0.0,0.0,4.111219417755984,1.222005769942433,pseudo-voigt,0.8916269308814235,0.2884096401066714
323,0.0,0.0,4.379373794764088,1.0916067357837187,pseudo-voigt,0.7048972328028356,0.3241351335705921
324,0.0,0.0,4.77471928054714,1.1228749164431857,pseudo-voigt,0.8474855799298118,0.30061036760859366
325,0.0,0.0,4.36656226831455,1.2709925052738809,pseudo-voigt,0.7227004591971844,0.24437155629395632
326,0.0,0.0,3.5849526691039113,1.191066750437199,pseudo-voigt,0.5489362610614028,0.3180379127848997
327,0.0,0.0,4.27567011836232,1.1836167332416336,pseudo-voigt,0.6672109637017413,0.24651890187595624
328,0.0,0.0,4.325659080775998,1.1148828782527243,pseudo-voigt,0.732523237340614,0.26259648616857906
329,0.0,0.0,4.502686284254739,1.2593285471638382,pseudo-voigt,0.7772472565179008,0.28226898818860685
330,0.0,0.0,4.227405400437653,1.1177514777703301,pseudo-voigt,0.8422464793044712,0.2709891849253202
331,0.0,0.0,4.698615707922716,1.3903998335884766,pseudo-voigt,0.8371744475209607,0.28667219923205745
332,0.0,0.0,4.962675209233868,1.19026175310718,pseudo-voigt,0.7453735886263738,0.3092883182228979
333,0.0,0.0,4.6101622490265415,1.1577070496710526,pseudo-voigt,0.8231201410764373,0.3076886240193918
334,0.0,0.0,3.671329089107622,1.3043464531107378,pseudo-voigt,0.7333019795808055,0.2764418769597622
335,0.0,0.0,3.8696446506244118,1.1962295503838172,pseudo-voigt,0.7819371254819049,0.30985187056584723
336,0.0,0.0,5.118657184701073,1.2716615695144617,pseudo-voigt,0.7305895066354032,0.28628880185163375
337,0.0,0.0,3.8910906603564674,1.3031650853407424,pseudo-voigt,0.6802431046634747,0.3058692013892163
338,0.0,0.0,4.945667678783816,1.3066585885890218,pseudo-voigt,0.7059900336350124,0.3715656138905761
339,0.0,0.0,4.091643318105115,1.4054267134151033,pseudo-voigt,0.7897419488451237,0.27209843258950295
340,0.0,0.0,4.295245863455351,1.462407799453466,pseudo-voigt,0.7194170247694481,0.25412845534300316
341,0.0,0.0,4.096007615519058,1.1439812451856635,pseudo-voigt,0.6286612190238083,0.30897196958362394
342,0.0,0.0,3.7583874956439676,1.415130614240162,pseudo-voigt,0.8907202067970981,0.2567342745389054
343,0.0,0.0,4.307067203851564,1.090521438123406,pseudo-voigt,0.7992984541579329,0.29015716455483326
344,0.0,0.0,3.2753608592510015,1.1358394507205283,pseudo-voigt,0.8364874676082359,0.26350096357473946
345,0.0,0.0,4.850186898998785,1.3072265133458152,pseudo-voigt,0.7198346218283694,0.2901640496895022
346,0.0,0.0,4.798052032348636,1.4656568214267576,pseudo-voigt,0.7368598034379563,0.2574346558855551
347,0.0,0.0,3.388639664972124,1.0341406117892495,pseudo-voigt,0.7050802873460005,0.3592118593163888
348,0.0,0.0,3.7915076529602567,1.1338999410883213,pseudo-voigt,0.6831043940682873,0.3177476545676284
349,0.0,0.0,4.1581686414916375,1.2658019573446846,pseudo-voigt,0.7448097805483694,0.2916093378689827
350,0.0,0.0,3.693762405411755,1.3909790304619958,pseudo-voigt,0.8204919933055197,0.25025537093344036
351,0.0,0.0,4.373052429606495,1.4375040599862057,pseudo-voigt,0.6391253833354346,0.2748093303592304
352,0.0,0.0,3.452627243153815,1.5149805129198077,pseudo-voigt,0.8736820258765579,0.2770593086295659
353,0.0,0.0,4.300903277664125,1.1501416799279092,pseudo-voigt,0.7371234712842542,0.3028423672010228
354,0.0,0.0,3.8421462387912633,1.1299998390037564,pseudo-voigt,0.6783792689172977,0.302975153423336
355,0.0,0.0,3.733990815054192,1.1160024485723294,pseudo-voigt,0.6732863511707291,0.2764974554769999
356,0.0,0.0,4.26503993110927,1.387369382602413,pseudo-voigt,0.678346159173783,0.297965342095588
357,0.0,0.0,4.014939918412398,1.2294872374797818,pseudo-voigt,0.6724516764320869,0.29797896955430875
358,0.0,0.0,4.133478607966365,1.203979081825552,pseudo-voigt,0.8758381834111231,0.28119935106624067
359,0.0,0.0,4.481636161182471,1.344588149785435,pseudo-voigt,0.7129224766566465,0.224895114898688
360,0.0,0.0,4.043392195325402,1.417671905097039,pseudo-voigt,0.6985742805034626,0.2676023339843446
361,0.0,0.0,4.334455067674052,1.2727373870916416,pseudo-voigt,0.8014608295539395,0.24654236754461406
362,0.0,0.0,3.119900522098906,1.1681187117018321,pseudo-voigt,0.7147833126190855,0.315189227867253
363,0.0,0.0,3.4138937302485926,1.245103807989562,pseudo-voigt,0.7355763381561617,0.32135116985703255
364,0.0,0.0,4.00817938163211,1.328580419233408,pseudo-voigt,0.7610029979430497,0.26252028532115657
365,0.0,0.0,3.8719699582072122,1.1943194535079569,pseudo-voigt,0.6837141735936828,0.2826149041821393
366,0.0,0.0,4.096440356055171,1.2594863148774549,pseudo-voigt,0.851299332099474,0.28935603952128497
367,0.0,0.0,4.318915161105777,1.329954433653554,pseudo-voigt,0.6162327983836022,0.24743629965168676
368,0.0,0.0,2.5897564011230867,1.1481320321623316,pseudo-voigt,0.8137734870869314,0.3070393826809359
369,0.0,0.0,3.7362616269988718,1.393818454957058,pseudo-voigt,0.8395732971042899,0.33478510146912094
370,0.0,0.0,4.739277519928939,1.2213024207978243,pseudo-voigt,0.7548533499203235,0.30843901684199476
371,0.0,0.0,4.588945112159432,1.5210209756123896,pseudo-voigt,0.8260777656788344,0.2908154339340682
372,0.0,0.0,4.784716020123645,1.2346535582748142,pseudo-voigt,0.8617068878481402,0.31575351934042845
373,0.0,0.0,3.953713034324275,1.2394036383479525,pseudo-voigt,0.801134671139532,0.2921742442620894
374,0.0,0.0,4.0919103242889205,1.365272387109792,pseudo-voigt,0.7596475368105454,0.27662860672394407
375,0.0,0.0,4.139199871740645,1.0995924176340666,pseudo-voigt,0.7161800838020534,0.3198979725564719
376,0.0,0.0,3.6845399872608677,1.3090847778031762,pseudo-voigt,0.8471694562159342,0.27179312303132536
377,0.0,0.0,4.0907386849554115,1.1108146851972107,pseudo-voigt,0.766067422093558,0.35017953275381297
378,0.0,0.0,3.9770173871742744,1.1527998850013013,pseudo-voigt,0.8990689292962051,0.2697923509866931
379,0.0,0.0,4.1541738044943335,1.429276180743136,pseudo-voigt,0.8372388810721229,0.272497133723192
380,0.0,0.0,4.322483875941255,1.1331805716802548,pseudo-voigt,0.6594858566073006,0.32160801071384004
381,0.0,0.0,4.5798265120392605,1.288295722065433,pseudo-voigt,0.7505203862540953,0.268844025486987
382,0.0,0.0,3.814100840911443,1.2538414683677725,pseudo-voigt,0.8785038717942787,0.29738260802265987
383,0.0,0.0,3.4151974289652824,1.2983290336198863,pseudo-voigt,0.7491283481019443,0.2899822327141396
384,0.0,0.0,4.523352194050908,1.2525547057393878,pseudo-voigt,0.6541487684941698,0.315003216549146
385,0.0,0.0,3.9912176289557055,1.2444281511878919,pseudo-voigt,0.5800306157790871,0.2843033919573929
386,0.0,0.0,3.5485181944672597,1.225169560446448,pseudo-voigt,0.8776879673703144,0.2573380302667306
387,0.0,0.0,3.4518435438558273,0.9271381662713507,pseudo-voigt,0.824291358018815,0.26811004334123345
388,0.0,0.0,4.403190289500315,1.3985054248790356,pseudo-voigt,0.9136749105311279,0.25816960102858644
389,0.0,0.0,4.648079276026199,1.371906142199124,pseudo-voigt,0.7819291414025282,0.3410417002877791
390,0.0,0.0,4.222614274045979,1.1047592193901528,pseudo-voigt,0.7394156542222579,0.31374695655678453
391,0.0,0.0,3.844920121937161,1.1770099656037563,pseudo-voigt,0.7701149567234429,0.25635217559333057
392,0.0,0.0,3.7543503825087434,1.2217020625266286,pseudo-voigt,0.7757162662703863,0.3378877544891569
393,0.0,0.0,4.059394119463767,1.341847065876894,pseudo-voigt,0.8181247953949529,0.28450008460232656
394,0.0,0.0,3.380070590631749,1.310592098882009,pseudo-voigt,0.8382099236451069,0.2668044429356031
395,0.0,0.0,3.7567787017941154,1.30653938860768,pseudo-voigt,0.7939926623983398,0.30107346348093245
396,0.0,0.0,3.8550666912721168,1.4430059294483704,pseudo-voigt,0.7376654464530755,0.2836287320722477
397,0.0,0.0,3.745423469337498,1.3397802953866258,pseudo-voigt,0.6851686302717263,0.33392715192786177
398,0.0,0.0,4.677456023688258,1.264252998136238,pseudo-voigt,0.8219069382674113,0.33901425500102533
399,0.0,0.0,4.321324908962235,1.2876400881356678,pseudo-voigt,0.946627159817143,0.3011321641302743
400,0.0,0.0,4.245470476412511,1.1617857278968728,pseudo-voigt,0.8879168769398086,0.254579550632307
401,0.0,0.0,4.743886295423329,1.2806157755134973,pseudo-voigt,0.9141171554919482,0.2407890261701512
402,0.0,0.0,4.068424868890445,1.3166574536205005,pseudo-voigt,0.8644347624113625,0.28026173995532894
403,0.0,0.0,3.7014427412999926,1.1585477166038824,pseudo-voigt,0.9115671171739748,0.2669122224401106
404,0.0,0.0,4.417846229803183,1.5190046802609045,pseudo-voigt,0.6641083021942117,0.28590776706708343
405,0.0,0.0,4.449599232267957,1.241612868210716,pseudo-voigt,0.7578551199241282,0.28095908152902915
406,0.0,0.0,3.1471777960333265,0.9652134029902844,pseudo-voigt,0.757148823465931,0.28848988156337474
407,0.0,0.0,4.801730052231347,1.2469000915260962,pseudo-voigt,0.7491165564515447,0.3805801315905143
408,0.0,0.0,4.154213605761963,1.3792638436076365,pseudo-voigt,0.7260330899517199,0.3226482405835919
409,0.0,0.0,3.5944352898323904,1.2738787919145107,pseudo-voigt,0.65552318790949,0.32622415546592215
410,0.0,0.0,4.410259254826136,1.3761395974366273,pseudo-voigt,0.7564193886491446,0.2927818069587584
411,0.0,0.0,3.8738754571567404,1.2827556967124016,pseudo-voigt,0.6892712333359945,0.29902238053322244
412,0.0,0.0,4.448579185386132,1.3217931204648536,pseudo-voigt,0.806585381725332,0.25673437718534337
413,0.0,0.0,4.311596691685496,1.4711178452037215,pseudo-voigt,0.6340959115550927,0.28404720522966
414,0.0,0.0,4.0181841902148605,1.187617090717286,pseudo-voigt,0.7361978167813727,0.28383280024358715
415,0.0,0.0,3.6857128993152872,1.2060080877666417,pseudo-voigt,0.7217527385662914,0.295908755436669
416,0.0,0.0,4.279638560893175,1.1686978091650442,pseudo-voigt,0.8746421295439908,0.2630962692268855
417,0.0,0.0,4.410311834857843,1.1584582783368382,pseudo-voigt,0.7789103518703441,0.24154417109354026
418,0.0,0.0,3.90068300564652,1.2711310410850276,pseudo-voigt,0.8771135059101576,0.2853240172444061
419,0.0,0.0,4.324758714264647,1.182468370302737,pseudo-voigt,0.7750521042495804,0.289168209983739
420,0.0,0.0,3.9046142195734572,1.3848026052129845,pseudo-voigt,0.7019860499748342,0.28259520655908793
421,0.0,0.0,3.7682466585636583,1.1718675214547143,pseudo-voigt,0.7569514386461113,0.2745623494320756
422,0.0,0.0,4.6994388096670034,1.1658031064950403,pseudo-voigt,0.703303785066517,0.2961252828340614
423,0.0,0.0,3.5700115395842054,1.2582594947634982,pseudo-voigt,0.6951874301636464,0.25556333096601236
424,0.0,0.0,3.9457059123674516,1.4628246259450224,pseudo-voigt,0.7614959588090394,0.3277178936381244
425,0.0,0.0,4.291639445928471,1.320061790386563,pseudo-voigt,1.0093927877513378,0.254489793724698
426,0.0,0.0,3.273250325601071,1.0866781449514464,pseudo-voigt,0.7155690462080764,0.2874457120177639
427,0.0,0.0,3.790813322382169,1.363982460249689,pseudo-voigt,0.7064769196525988,0.2656615287122922
428,0.0,0.0,3.748507395542392,1.4361426045941335,pseudo-voigt,0.925360324144149,0.3180941222203231
429,0.0,0.0,4.1959121400122665,1.216364401433966,pseudo-voigt,0.7712981302848407,0.28199720052468685
430,0.0,0.0,4.366496456657021,1.5878610928578192,pseudo-voigt,0.7714205487009728,0.28709374905404045
431,0.0,0.0,4.0379307955392845,1.2739265045006962,pseudo-voigt,0.8778320596114666,0.2382523207434745
432,0.0,0.0,2.988882993803339,1.1702802938479924,pseudo-voigt,0.6945815937983304,0.299669318972153
433,0.0,0.0,3.8866508167972587,1.1383111645698263,pseudo-voigt,0.8346842872698148,0.2956796888334646
434,0.0,0.0,3.7581845611552125,1.1387975481769246,pseudo-voigt,0.9037876984907911,0.2543159054842715
435,0.0,0.0,4.589950162534935,1.3761594766295255,pseudo-voigt,0.7607472848280227,0.29621232804390657
436,0.0,0.0,4.262003478639626,1.2671811565645235,pseudo-voigt,0.7769492456668425,0.2837021634317002
437,0.0,0.0,3.939057152572026,1.3930796151921716,pseudo-voigt,0.8611553208330357,0.3257146322572493
438,0.0,0.0,4.480365196638169,1.4221285749401344,pseudo-voigt,0.6676084811733499,0.3426714230778541
439,0.0,0.0,4.184378451305384,1.3161188085066036,pseudo-voigt,0.7516263747113834,0.30268636976572766
440,0.0,0.0,3.9217472109941722,1.3480495665352608,pseudo-voigt,0.8186241540476731,0.2531675622990577
441,0.0,0.0,4.1142735900020515,1.2253343616122323,pseudo-voigt,0.6498368711999741,0.35028979060141946
442,0.0,0.0,3.7919659129510737,1.5409243731095221,pseudo-voigt,0.8167313500252625,0.257066804431262
443,0.0,0.0,3.6957054170294183,1.0765882249638972,pseudo-voigt,0.8583784645364297,0.3021046034747116
444,0.0,0.0,3.5402423696996532,1.2318881011949319,pseudo-voigt,0.7109728673633656,0.26126078033724903
445,0.0,0.0,4.516101984826239,1.2765715506332205,pseudo-voigt,0.8390845361793574,0.2825313865214273
446,0.0,0.0,3.9773487200041666,1.128584016144788,pseudo-voigt,0.7506190970884603,0.32977904368679406
447,0.0,0.0,3.9809445837083026,1.3786301805713799,pseudo-voigt,0.7682177433190671,0.24280558735966945
448,0.0,0.0,4.217036032082878,1.073424299666592,pseudo-voigt,0.7093751418935682,0.28285582376559576
449,0.0,0.0,2.9946217701316056,1.3701559878558434,pseudo-voigt,0.7967688174647619,0.29764390863065315
450,0.0,0.0,3.5747356213011425,1.4190488899657678,pseudo-voigt,0.8293086940272304,0.32767983906885334
451,0.0,0.0,3.6423639085054424,1.2858615211506836,pseudo-voigt,0.7187530412201729,0.27845103676388183
452,0.0,0.0,4.113992486793682,1.3172686606121324,pseudo-voigt,0.659221054871312,0.28045756349009104
453,0.0,0.0,4.395012183093543,1.4320129438938278,pseudo-voigt,0.7779426042371346,0.2908186861990791
454,0.0,0.0,4.320556760628762,1.2935915716346371,pseudo-voigt,0.7584279678604421,0.26604896437270636
455,0.0,0.0,4.906796344995624,1.285168036489107,pseudo-voigt,0.7672972000729466,0.2880175863513846
456,0.0,0.0,3.9901285081829245,1.3534643715850772,pseudo-voigt,0.7484729917437281,0.28382578253936336
457,0.0,0.0,4.538934638443335,1.3749593367619,pseudo-voigt,0.7823822921965912,0.26871170457656524
458,0.0,0.0,4.833645178327442,1.6595353834064912,pseudo-voigt,0.7407985384240041,0.3402116186075621
459,0.0,0.0,4.244259695632704,1.0375698951982792,pseudo-voigt,0.7664490514993644,0.3142553846052435
460,0.0,0.0,4.600129112849806,1.3065826113817383,pseudo-voigt,0.7058671901261215,0.34185858876110004
461,0.0,0.0,4.0382513357222845,1.498722322138996,pseudo-voigt,0.7958224631951266,0.28123981613032273
462,0.0,0.0,4.134182141679386,1.2018120214392338,pseudo-voigt,0.7624818949023628,0.2763140342897878
463,0.0,0.0,3.723003133646116,1.4063583446674992,pseudo-voigt,0.7610725129245116,0.31104188065296084
464,0.0,0.0,3.701811878903061,1.2580808701949324,pseudo-voigt,0.8682932318931275,0.32881227394672163
465,0.0,0.0,4.598187729835993,1.2942698551487226,pseudo-voigt,0.8291384474738892,0.28970278691195095
466,0.0,0.0,3.8257831051438695,1.1430892701593525,pseudo-voigt,0.7896789837333815,0.2692243393852743
467,0.0,0.0,4.058723684457911,1.1756170640398964,pseudo-voigt,0.8715880023429178,0.2958760858308874
468,0.0,0.0,3.8837482965947516,1.106914790959165,pseudo-voigt,0.8528918224211832,0.25041221543705877
469,0.0,0.0,3.581654867978054,1.0942986003554422,pseudo-voigt,0.7915847113064031,0.3144224872751745
470,0.0,0.0,4.004767788135469,1.391668526171922,pseudo-voigt,0.732900107496196,0.2794227724143283
471,0.0,0.0,4.270921302863966,1.13749827278423,pseudo-voigt,0.856281847970706,0.2876381154334386
472,0.0,0.0,4.744879153145201,1.111520271575593,pseudo-voigt,0.6082176948289543,0.31396936151146504
473,0.0,0.0,3.6755112492886712,1.2309530105570121,pseudo-voigt,0.703715271525283,0.2904073795827212
474,0.0,0.0,4.112393193130823,1.3933198181612427,pseudo-voigt,0.7997498569570217,0.2739625869848102
475,0.0,0.0,4.20887033758988,1.0357360836287912,pseudo-voigt,0.6287212239515122,0.25538025313956453
476,0.0,0.0,3.7893333161270895,1.4804255766151142,pseudo-voigt,0.8301225108443423,0.2515308658090987
477,0.0,0.0,4.40433916484328,1.0355273647451282,pseudo-voigt,0.7532386415328313,0.2634963967353194
478,0.0,0.0,4.1428569804481725,1.2925957938535073,pseudo-voigt,0.7124335609621505,0.2641908772329895
479,0.0,0.0,4.239495441718168,1.2936280103801083,pseudo-voigt,0.7711741010995338,0.2392261761105362
480,0.0,0.0,3.7662343736577926,1.1325992103497695,pseudo-voigt,0.775664975878417,0.2554504475887882
481,0.0,0.0,4.333827304613867,1.0589255630791472,pseudo-voigt,0.6610233801565767,0.29289226794956985
482,0.0,0.0,3.9077944167098644,1.1283928373433385,pseudo-voigt,0.835333471939819,0.30793181582522744
483,0.0,0.0,3.890978859698098,1.1632553244395727,pseudo-voigt,0.7893054398891078,0.2632418919413169
484,0.0,0.0,3.9518548523074153,1.2334609004766086,pseudo-voigt,0.8130196394633123,0.2718037968294358
485,0.0,0.0,4.345736906931534,1.4631453329800115,pseudo-voigt,0.7635264901997166,0.2814716733045762
486,0.0,0.0,4.278262683851752,1.0604368416813585,pseudo-voigt,0.7582299009276207,0.3186745722814261
487,0.0,0.0,4.114035868180385,1.2107171639046754,pseudo-voigt,0.6733918625111698,0.2533673730871982
488,0.0,0.0,4.393039569219149,1.2311019088403217,pseudo-voigt,0.8261479148095169,0.2811386573820551
489,0.0,0.0,3.8297436492867947,1.2075168752682408,pseudo-voigt,0.8210447708432727,0.29499132478266193
490,0.0,0.0,4.087898951163386,1.4237946987498948,pseudo-voigt,0.6791239095167776,0.2893859179213692
491,0.0,0.0,4.5751872870752734,1.0961718726607848,pseudo-voigt,0.7323402417316758,0.2474801701946316
492,0.0,0.0,4.204820914617959,1.2416875655590447,pseudo-voigt,0.66592469443447,0.3124884784168899
493,0.0,0.0,3.7730083675289685,1.1403233754071047,pseudo-voigt,0.6325244010470051,0.2981267491224413
494,0.0,0.0,4.2650456145148565,1.104163860128397,pseudo-voigt,0.9372534634260817,0.29680828962554806
495,0.0,0.0,3.8497782097261126,1.050227203022666,pseudo-voigt,0.7088577887888834,0.20891242916788663
496,0.0,0.0,4.45150422221356,1.2971677848409864,pseudo-voigt,0.7583863415024871,0.3199544256331586
497,0.0,0.0,3.6971803458924586,1.4759404320677014,pseudo-voigt,0.8149755381955611,0.31921366468993323
498,0.0,0.0,4.132488928823819,1.294634741684061,pseudo-voigt,0.7955273684564962,0.2612369803445062
499,0.0,0.0,4.002039746614337,1.261483240719483,pseudo-voigt,0.7776639037421416,0.2368447029807233
500,0.0,0.0,4.9107079510642935,1.2332978860542751,pseudo-voigt,0.9183354962944236,0.32452343978293713
501,0.0,0.0,3.5740738045411775,1.391063329659522,pseudo-voigt,0.8876236560586098,0.33671695792836603
502,0.0,0.0,3.941554831667504,1.2541064528411876,pseudo-voigt,0.9337777635741664,0.31908739672526626
503,0.0,0.0,4.240526540249145,1.1581215366607531,pseudo-voigt,0.6796976917977402,0.31463948170222605
504,0.0,0.0,3.642610466786,1.365111495073269,pseudo-voigt,0.7836957643369017,0.30670058407915657
505,0.0,0.0,4.259615965403827,1.1017583201010048,pseudo-voigt,0.6678691854332729,0.32038185630864485
506,0.0,0.0,3.917825803291883,1.3834023390791008,pseudo-voigt,0.7361970578276607,0.2763677843628789
507,0.0,0.0,4.15740763630537,1.2953150370402777,pseudo-voigt,0.754467767358952,0.28483245256887774
508,0.0,0.0,3.860699966521428,1.3402103049743597,pseudo-voigt,0.7497970316171015,0.2822496823733818
509,0.0,0.0,4.487387886799796,1.4101947870899374,pseudo-voigt,0.8023791080569393,0.30951459317535746
510,0.0,0.0,4.026237890781184,1.3153281813872397,pseudo-voigt,0.8622206802161182,0.2843598777727832
511,0.0,0.0,3.4863964149959488,1.2282937372081317,pseudo-voigt,0.673321340018084,0.28286600290938485
512,0.0,0.0,4.056366280975347,1.0991730103227502,pseudo-voigt,0.7556758508093242,0.3169252739190179
513,0.0,0.0,4.174610584357383,1.4116529096002604,pseudo-voigt,0.7055757732758511,0.2888861282238655
514,0.0,0.0,4.16349611297428,1.2207314183219145,pseudo-voigt,0.7824085514591113,0.33099858114669745
